,Boots value,Legend
b_3.AL,0.0399228224964224,b_3.AL
b_4.AL,-0.014183125025561,b_4.AL
b_1.RES,0.278281503108472,b_1.RES
b_2.RES,-0.0331446029291566,b_2.RES
b_3.RES,0.0438979263266499,b_3.RES
b_4.RES,-0.0150741236756562,b_4.RES
b_1.long.starvation..ii.,-0.0233005892735755,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0176141228023738,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0032645135560188,b_3.long.starvation..ii.
b_1.0.21d,0.246116748066844,b_1.0.21d
b_2.0.21d,-0.0241803828562409,b_2.0.21d
b_1.0.21d.cell.number,0.323045714841075,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.121131054137865,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.163749022472759,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0334800749093338,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.00013269146003,b_3.0.21d.cell.size
b_1.AL,0.209647841147986,b_1.AL
b_2.AL,-0.0213713771968353,b_2.AL
b_3.AL,0.0537552436560132,b_3.AL
b_4.AL,-0.0226672380534932,b_4.AL
b_1.RES,0.140310700986091,b_1.RES
b_2.RES,-0.0414171902959941,b_2.RES
b_3.RES,0.0546588469493515,b_3.RES
b_4.RES,-0.0153055537347097,b_4.RES
b_1.long.starvation..ii.,-0.0845770635821619,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0112842209648221,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0119573245880528,b_3.long.starvation..ii.
b_1.0.21d,0.273507363251254,b_1.0.21d
b_2.0.21d,-0.0258476086250688,b_2.0.21d
b_1.0.21d.cell.number,0.365808084236711,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.105162507229087,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.198146006871239,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.043441835337432,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0456785265617816,b_3.0.21d.cell.size
b_1.AL,0.32496638266258,b_1.AL
b_2.AL,-0.0186746966671343,b_2.AL
b_3.AL,0.0527826445225595,b_3.AL
b_4.AL,-0.0231502875012545,b_4.AL
b_1.RES,0.232845248124173,b_1.RES
b_2.RES,-0.0342514310232973,b_2.RES
b_3.RES,0.0963872315035134,b_3.RES
b_4.RES,-0.0199071576439286,b_4.RES
b_1.long.starvation..ii.,-0.0566457039705103,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.025730490274763,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0040468360811318,b_3.long.starvation..ii.
b_1.0.21d,0.172407772102587,b_1.0.21d
b_2.0.21d,-0.0187663001409085,b_2.0.21d
b_1.0.21d.cell.number,0.308401404777893,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100214378783195,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0778643585887718,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.047437352885288,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0417995519106861,b_3.0.21d.cell.size
b_1.AL,0.314213239338433,b_1.AL
b_2.AL,-0.0240951495680408,b_2.AL
b_3.AL,0.0388884356290099,b_3.AL
b_4.AL,-0.0251817589754151,b_4.AL
b_1.RES,0.143445842551005,b_1.RES
b_2.RES,-0.0422075921494926,b_2.RES
b_3.RES,0.0293186924368431,b_3.RES
b_4.RES,-0.0259656975137675,b_4.RES
b_1.long.starvation..ii.,-0.090423612281604,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0272979450051889,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0021863656664769,b_3.long.starvation..ii.
b_1.0.21d,0.266617173123989,b_1.0.21d
b_2.0.21d,-0.0312038533932967,b_2.0.21d
b_1.0.21d.cell.number,0.410151443217748,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0965665151472751,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0385644351621491,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0386323176393549,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0140249414805445,b_3.0.21d.cell.size
b_1.AL,0.330934039164077,b_1.AL
b_2.AL,-0.0203269709196174,b_2.AL
b_3.AL,0.039032257347839,b_3.AL
b_4.AL,-0.0247401706532513,b_4.AL
b_1.RES,0.156712799393124,b_1.RES
b_2.RES,-0.0337653186244696,b_2.RES
b_3.RES,0.0247233560184294,b_3.RES
b_4.RES,-0.030081126009419,b_4.RES
b_1.long.starvation..ii.,-0.0486545139613223,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0246068689762225,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0057519291252572,b_3.long.starvation..ii.
b_1.0.21d,0.200022835116512,b_1.0.21d
b_2.0.21d,-0.0279882222026282,b_2.0.21d
b_1.0.21d.cell.number,0.657375249879368,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100198585425007,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0595328275901889,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0326749775674962,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0084993689560089,b_3.0.21d.cell.size
b_1.AL,0.233994050008357,b_1.AL
b_2.AL,-0.0204282249843584,b_2.AL
b_3.AL,0.0366416474383165,b_3.AL
b_4.AL,-0.0257717309236161,b_4.AL
b_1.RES,0.150413884945138,b_1.RES
b_2.RES,-0.0342077730683609,b_2.RES
b_3.RES,0.0626502697453269,b_3.RES
b_4.RES,-0.0262421491791583,b_4.RES
b_1.long.starvation..ii.,-0.0447661816284775,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0303220434446169,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0024120778723665,b_3.long.starvation..ii.
b_1.0.21d,0.305964011431471,b_1.0.21d
b_2.0.21d,-0.0222976878063798,b_2.0.21d
b_1.0.21d.cell.number,0.448632642749807,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.110321203794596,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.161185814009611,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0477089293311182,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.144420429840945,b_3.0.21d.cell.size
b_1.AL,0.243395623874625,b_1.AL
b_2.AL,-0.0175933290973373,b_2.AL
b_3.AL,0.0411530731196966,b_3.AL
b_4.AL,-0.024374768756482,b_4.AL
b_1.RES,0.139151246266224,b_1.RES
b_2.RES,-0.0418952022931386,b_2.RES
b_3.RES,0.0381802674234854,b_3.RES
b_4.RES,-0.0216548628104772,b_4.RES
b_1.long.starvation..ii.,-0.0277015918060218,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0034985698009311,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0011895904834516,b_3.long.starvation..ii.
b_1.0.21d,0.209146614408661,b_1.0.21d
b_2.0.21d,-0.0194749552081544,b_2.0.21d
b_1.0.21d.cell.number,0.473688553797688,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100338460336364,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0305014922589081,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0401346430608355,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0125076557536619,b_3.0.21d.cell.size
b_1.AL,0.121017944227367,b_1.AL
b_2.AL,-0.0160361583692691,b_2.AL
b_3.AL,0.0335284879624041,b_3.AL
b_4.AL,-0.0196263675722879,b_4.AL
b_1.RES,0.159702527121114,b_1.RES
b_2.RES,-0.0389209425281651,b_2.RES
b_3.RES,0.0454557639777589,b_3.RES
b_4.RES,-0.0257437436684552,b_4.RES
b_1.long.starvation..ii.,-0.147273739483189,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0245405950970432,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0047203622317518,b_3.long.starvation..ii.
b_1.0.21d,0.286191594427944,b_1.0.21d
b_2.0.21d,-0.0264633422362257,b_2.0.21d
b_1.0.21d.cell.number,0.437013031262055,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.120692939093444,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.15530463373287,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0442977258930571,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0114200669653302,b_3.0.21d.cell.size
b_1.AL,0.207625514014741,b_1.AL
b_2.AL,-0.0248287180255464,b_2.AL
b_3.AL,0.0648594569913972,b_3.AL
b_4.AL,-0.0231603238337164,b_4.AL
b_1.RES,0.126989939476769,b_1.RES
b_2.RES,-0.036737721574181,b_2.RES
b_3.RES,0.0306420161928847,b_3.RES
b_4.RES,-0.011377614976951,b_4.RES
b_1.long.starvation..ii.,-0.048181718517622,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0274069851999035,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0002307294766091,b_3.long.starvation..ii.
b_1.0.21d,0.188410245543541,b_1.0.21d
b_2.0.21d,-0.0268401624702464,b_2.0.21d
b_1.0.21d.cell.number,0.372041420449331,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.111211755184644,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.101051593167609,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0462118014329761,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0392855517024694,b_3.0.21d.cell.size
b_1.AL,0.260619521139722,b_1.AL
b_2.AL,-0.0186317869094377,b_2.AL
b_3.AL,0.0619475837497576,b_3.AL
b_4.AL,-0.0238106934919845,b_4.AL
b_1.RES,0.185448398688661,b_1.RES
b_2.RES,-0.0383564602380738,b_2.RES
b_3.RES,0.0162241322592042,b_3.RES
b_4.RES,-0.0270672090914438,b_4.RES
b_1.long.starvation..ii.,-0.0986215822039387,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0281977332039147,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0014887538744263,b_3.long.starvation..ii.
b_1.0.21d,0.280328619637255,b_1.0.21d
b_2.0.21d,-0.0250226542027473,b_2.0.21d
b_1.0.21d.cell.number,0.267927180613886,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0754687944487455,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0196458099924504,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0574552699548126,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0470061382786932,b_3.0.21d.cell.size
b_1.AL,0.269655448600655,b_1.AL
b_2.AL,-0.0252292528138815,b_2.AL
b_3.AL,0.0549767471733601,b_3.AL
b_4.AL,-0.0232345058291123,b_4.AL
b_1.RES,0.209271280885332,b_1.RES
b_2.RES,-0.0421310183797742,b_2.RES
b_3.RES,0.0385776753497511,b_3.RES
b_4.RES,-0.0209449202447596,b_4.RES
b_1.long.starvation..ii.,-0.0280526856625674,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0178313370545207,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.014277925326929,b_3.long.starvation..ii.
b_1.0.21d,0.205308738742662,b_1.0.21d
b_2.0.21d,-0.023719393962113,b_2.0.21d
b_1.0.21d.cell.number,0.351555305608069,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.116276601859773,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0381783790943035,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0534146542467949,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0427003950481325,b_3.0.21d.cell.size
b_1.AL,0.267974314825629,b_1.AL
b_2.AL,-0.0186658731125302,b_2.AL
b_3.AL,0.0454749024987137,b_3.AL
b_4.AL,-0.0219285848225662,b_4.AL
b_1.RES,0.138836976013952,b_1.RES
b_2.RES,-0.0409092585035292,b_2.RES
b_3.RES,0.0339941129199705,b_3.RES
b_4.RES,-0.0187533133033903,b_4.RES
b_1.long.starvation..ii.,-0.0832181279514117,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0278791421491812,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0007703969132628,b_3.long.starvation..ii.
b_1.0.21d,0.302391002348626,b_1.0.21d
b_2.0.21d,-0.02303282376773,b_2.0.21d
b_1.0.21d.cell.number,0.286777730220092,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0905341232470598,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0230387612667333,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0413164827885073,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0349330210500405,b_3.0.21d.cell.size
b_1.AL,0.255899053483038,b_1.AL
b_2.AL,-0.0198544403065765,b_2.AL
b_3.AL,0.0655525452633217,b_3.AL
b_4.AL,-0.0224938865411932,b_4.AL
b_1.RES,0.174159942887861,b_1.RES
b_2.RES,-0.0391843171844726,b_2.RES
b_3.RES,0.0328696952539485,b_3.RES
b_4.RES,-0.0221009026760009,b_4.RES
b_1.long.starvation..ii.,-0.0192387063010602,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0023127223891457,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0031685287108408,b_3.long.starvation..ii.
b_1.0.21d,0.256954146277489,b_1.0.21d
b_2.0.21d,-0.0237100161423097,b_2.0.21d
b_1.0.21d.cell.number,0.500075473301714,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0915911222071087,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0447092898903469,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0564019971770625,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0215229749717128,b_3.0.21d.cell.size
b_1.AL,0.228117733362318,b_1.AL
b_2.AL,-0.0246922676919328,b_2.AL
b_3.AL,0.0565253731552118,b_3.AL
b_4.AL,-0.0226733584833169,b_4.AL
b_1.RES,0.190613539373773,b_1.RES
b_2.RES,-0.0421470366644391,b_2.RES
b_3.RES,0.0556057547935919,b_3.RES
b_4.RES,-0.0180423429008131,b_4.RES
b_1.long.starvation..ii.,-0.0500560479250971,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0061198064480935,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0114176827782997,b_3.long.starvation..ii.
b_1.0.21d,0.31758367866323,b_1.0.21d
b_2.0.21d,-0.0250702205276957,b_2.0.21d
b_1.0.21d.cell.number,0.507136515417808,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0926925092435256,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.140907086326314,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0407277107892832,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0114920575643427,b_3.0.21d.cell.size
b_1.AL,0.277182190548549,b_1.AL
b_2.AL,-0.0182089663556424,b_2.AL
b_3.AL,0.0582678574444073,b_3.AL
b_4.AL,-0.0223791955062297,b_4.AL
b_1.RES,0.129575651347259,b_1.RES
b_2.RES,-0.0414399013779428,b_2.RES
b_3.RES,0.0500887698299452,b_3.RES
b_4.RES,-0.0193870312354957,b_4.RES
b_1.long.starvation..ii.,-0.0297216747001264,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0220784523201971,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0015167500449907,b_3.long.starvation..ii.
b_1.0.21d,0.179549104570638,b_1.0.21d
b_2.0.21d,-0.0179590563235108,b_2.0.21d
b_1.0.21d.cell.number,0.220550126047236,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.103259038992481,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0164866558859722,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.064398524976286,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0722198905512573,b_3.0.21d.cell.size
b_1.AL,0.273563073591586,b_1.AL
b_2.AL,-0.0210695221235205,b_2.AL
b_3.AL,0.0521105178704358,b_3.AL
b_4.AL,-0.0227064025388763,b_4.AL
b_1.RES,0.169102646309996,b_1.RES
b_2.RES,-0.0390375872774688,b_2.RES
b_3.RES,0.0348106485803631,b_3.RES
b_4.RES,-0.0198770228155144,b_4.RES
b_1.long.starvation..ii.,-0.0181126264193849,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0141724156997806,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0064053238788249,b_3.long.starvation..ii.
b_1.0.21d,0.168156746057053,b_1.0.21d
b_2.0.21d,-0.0117725417063083,b_2.0.21d
b_1.0.21d.cell.number,0.360593177192053,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.101405461400993,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0138847001188957,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0622047076304946,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0292739228762089,b_3.0.21d.cell.size
b_1.AL,0.196044521618106,b_1.AL
b_2.AL,-0.0162245279007628,b_2.AL
b_3.AL,0.0690175609904589,b_3.AL
b_4.AL,-0.0219493890848905,b_4.AL
b_1.RES,0.163683128374302,b_1.RES
b_2.RES,-0.0424047939667878,b_2.RES
b_3.RES,0.0193806320661115,b_3.RES
b_4.RES,-0.0220475465792763,b_4.RES
b_1.long.starvation..ii.,-0.0630898285944092,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0313180032439713,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0009376106455447,b_3.long.starvation..ii.
b_1.0.21d,0.187166503262179,b_1.0.21d
b_2.0.21d,-0.0153492733595599,b_2.0.21d
b_1.0.21d.cell.number,0.348529875057376,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.115760983187988,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0092505061047076,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0536041480175887,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0006972671088234,b_3.0.21d.cell.size
b_1.AL,0.406034434963215,b_1.AL
b_2.AL,-0.0148765899500677,b_2.AL
b_3.AL,0.0692369718525128,b_3.AL
b_4.AL,-0.0211693318306913,b_4.AL
b_1.RES,0.236698004453697,b_1.RES
b_2.RES,-0.0392490348577608,b_2.RES
b_3.RES,0.0473091360751962,b_3.RES
b_4.RES,-0.0234281082315839,b_4.RES
b_1.long.starvation..ii.,-0.0589168987870809,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0257763443020038,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0023064218610389,b_3.long.starvation..ii.
b_1.0.21d,0.193738990318046,b_1.0.21d
b_2.0.21d,-0.0210147455698513,b_2.0.21d
b_1.0.21d.cell.number,0.216687634091071,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0966227948261055,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0862110826205153,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0392205921773878,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0238223260912252,b_3.0.21d.cell.size
b_1.AL,0.209168316178727,b_1.AL
b_2.AL,-0.0234814928352353,b_2.AL
b_3.AL,0.049750903340788,b_3.AL
b_4.AL,-0.0223719022187415,b_4.AL
b_1.RES,0.173527618927425,b_1.RES
b_2.RES,-0.0424677752420828,b_2.RES
b_3.RES,0.163187138222805,b_3.RES
b_4.RES,-0.0193669882546719,b_4.RES
b_1.long.starvation..ii.,-0.0848889826709702,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0262681490613432,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0033548082397689,b_3.long.starvation..ii.
b_1.0.21d,0.225721770861949,b_1.0.21d
b_2.0.21d,-0.0218613987835915,b_2.0.21d
b_1.0.21d.cell.number,0.316753469956001,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0907269480488988,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0442355541950453,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0541848027232735,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0427232656865249,b_3.0.21d.cell.size
b_1.AL,0.437253080275342,b_1.AL
b_2.AL,-0.0171658690655236,b_2.AL
b_3.AL,0.040059529208128,b_3.AL
b_4.AL,-0.023757230768004,b_4.AL
b_1.RES,0.233697752181037,b_1.RES
b_2.RES,-0.0418315221977628,b_2.RES
b_3.RES,0.0410481139205405,b_3.RES
b_4.RES,-0.0216684004134752,b_4.RES
b_1.long.starvation..ii.,0.0019532585166812,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0272960729939392,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0037372228346783,b_3.long.starvation..ii.
b_1.0.21d,0.099827104942752,b_1.0.21d
b_2.0.21d,-0.0183603560747322,b_2.0.21d
b_1.0.21d.cell.number,0.16464367889612,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.084631245080296,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0096373417918831,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0493257366123682,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0050818411263941,b_3.0.21d.cell.size
b_1.AL,0.0335922241539689,b_1.AL
b_2.AL,-0.0173717448285169,b_2.AL
b_3.AL,0.0098836177621709,b_3.AL
b_4.AL,-0.0208081405797992,b_4.AL
b_1.RES,0.260571068928015,b_1.RES
b_2.RES,-0.0365087562847931,b_2.RES
b_3.RES,0.0466739894835242,b_3.RES
b_4.RES,-0.0182019896215217,b_4.RES
b_1.long.starvation..ii.,-0.0186316583966279,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0198238175574605,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0114663002361033,b_3.long.starvation..ii.
b_1.0.21d,0.201088463184899,b_1.0.21d
b_2.0.21d,-0.0274037139721898,b_2.0.21d
b_1.0.21d.cell.number,0.324353544234696,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0985326237443141,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.192931710932795,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0472533292777489,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.133526058953645,b_3.0.21d.cell.size
b_1.AL,0.316669411648735,b_1.AL
b_2.AL,-0.019795498335413,b_2.AL
b_3.AL,0.0270671580245395,b_3.AL
b_4.AL,-0.0109015099694771,b_4.AL
b_1.RES,0.184035739250237,b_1.RES
b_2.RES,-0.040521946427305,b_2.RES
b_3.RES,0.0576344642320455,b_3.RES
b_4.RES,-0.026820760731775,b_4.RES
b_1.long.starvation..ii.,-0.0516423142301348,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0280172581064715,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.001273608453409,b_3.long.starvation..ii.
b_1.0.21d,0.241787287061425,b_1.0.21d
b_2.0.21d,-0.0168415028175628,b_2.0.21d
b_1.0.21d.cell.number,0.419875418164312,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0883374719496948,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0008415780229688,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0508400184842761,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0389370787734288,b_3.0.21d.cell.size
b_1.AL,0.321236423593599,b_1.AL
b_2.AL,-0.0167230124653891,b_2.AL
b_3.AL,0.0836947861411643,b_3.AL
b_4.AL,-0.0223114255319342,b_4.AL
b_1.RES,0.200613610398167,b_1.RES
b_2.RES,-0.0387140404383631,b_2.RES
b_3.RES,0.0331943597612755,b_3.RES
b_4.RES,-0.0176306378334232,b_4.RES
b_1.long.starvation..ii.,-0.0371106411014072,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0280176924921236,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0036486129674033,b_3.long.starvation..ii.
b_1.0.21d,0.241207032514501,b_1.0.21d
b_2.0.21d,-0.0187627353588019,b_2.0.21d
b_1.0.21d.cell.number,0.278553870518311,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.108549503811009,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0364384381397826,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0504225045988861,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0267908568413545,b_3.0.21d.cell.size
b_1.AL,0.252627749374254,b_1.AL
b_2.AL,-0.017017470092665,b_2.AL
b_3.AL,0.0699798695003639,b_3.AL
b_4.AL,-0.0239648192056942,b_4.AL
b_1.RES,0.20730526656876,b_1.RES
b_2.RES,-0.0384586032378828,b_2.RES
b_3.RES,0.0305443002575485,b_3.RES
b_4.RES,-0.0211976278180145,b_4.RES
b_1.long.starvation..ii.,-0.0278862373187413,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.0031366076960097,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0005031083355337,b_3.long.starvation..ii.
b_1.0.21d,0.256401796813644,b_1.0.21d
b_2.0.21d,-0.0241260604290972,b_2.0.21d
b_1.0.21d.cell.number,0.252964947170939,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.099508672520145,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0405391508751092,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0648125277572412,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0522292205020573,b_3.0.21d.cell.size
b_1.AL,0.632917200376045,b_1.AL
b_2.AL,-0.0225945799766697,b_2.AL
b_3.AL,0.0358424636768933,b_3.AL
b_4.AL,-0.0330642607012084,b_4.AL
b_1.RES,0.123882088121029,b_1.RES
b_2.RES,-0.0446189487555712,b_2.RES
b_3.RES,0.0731651846266288,b_3.RES
b_4.RES,-0.0242069760556692,b_4.RES
b_1.long.starvation..ii.,-0.0259202003357446,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0060299648635886,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0036137364852763,b_3.long.starvation..ii.
b_1.0.21d,0.197004122105398,b_1.0.21d
b_2.0.21d,-0.0254504561230998,b_2.0.21d
b_1.0.21d.cell.number,0.331409059401702,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0981752486162752,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0772237919076179,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0271115383583901,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0192441977101207,b_3.0.21d.cell.size
b_1.AL,0.264388989632843,b_1.AL
b_2.AL,-0.0204549429051392,b_2.AL
b_3.AL,0.076398630899836,b_3.AL
b_4.AL,-0.0209720475130671,b_4.AL
